#Name,x-pos,y-pos,z-pos,dist,bright,temp
Gl-590,35.2244,-16.0900,-9.9012,39.9710,0.0010,3649.0419
Gl-683.2A,59.6457,-8.8490,3.5096,60.4006,0.5702,5372.7941
Gl-744,50.3645,-0.4771,17.4217,53.2947,0.8091,5567.7287
Gl-501.2,31.4894,-41.1508,-24.0393,57.1214,3.0761,5601.6978
Gl-618B,23.6094,-7.5477,-3.8876,25.0895,0.0001,3403.7396
Gl-618A,23.6094,-7.5477,-3.8876,25.0895,0.0030,3691.1685
Gl-339.3,-6.7264,-51.2380,-7.2673,52.1861,3.7325,6624.7125
NN-3970,62.8365,-16.2551,-6.5303,65.2327,0.4920,5372.7941
NN-3446,-24.4959,-69.0025,11.5572,74.1280,0.9908,5852.5094
Gl-1,3.4490,-0.9975,14.2603,14.7053,0.0068,3854.6801
NN-4388,17.4364,-4.4074,69.3915,71.6843,0.6026,4603.1486
Gl-176.1,-21.7099,-37.4858,37.5411,57.3222,3.3113,6988.5648
NN-4248,19.4249,2.1944,26.1091,32.6163,0.0017,3581.0028
Gl-743.1A,45.4243,0.1286,15.4037,47.9652,2.3550,6299.5513
Gl-225.1,-28.1973,-55.9835,30.1195,69.5444,0.1432,5852.5094
Gl-645,53.3118,-11.8194,-3.6089,54.7254,0.0065,3778.5271
Gl-155.3,-20.4917,-34.4007,48.7518,63.0877,0.0045,3870.2956
NN-3472,-11.3785,-37.0271,2.6856,38.8290,0.1959,4791.2762
GJ-1135,4.1811,-40.8984,-14.1804,43.4884,0.0158,3823.8388
Gl-874,29.4615,2.4736,56.2873,63.5796,0.0056,3823.8388
GJ-1046,-7.1794,-16.0804,46.1745,49.4187,0.0046,3793.5065
GJ-1018,7.1000,-7.4103,59.5224,60.4006,0.0026,3734.3173
Gl-508.1,30.7757,-37.4331,-23.4193,53.8223,32.5087,9652.2031
GJ-1109,-15.3464,-56.4000,0.4290,58.4522,6.7920,8011.3835
GJ-1136B,5.5819,-54.6762,-19.2783,58.2435,0.0060,3763.6701
GJ-1136A,5.5819,-54.6762,-19.2783,58.2435,0.0233,3854.6801
NN-4350,12.6757,-0.5117,38.2165,40.2671,0.0004,3621.5071
Gl-539,38.6856,-33.0828,-22.7487,55.7544,38.0189,4718.8561
Gl-218,-14.2904,-26.6014,15.9560,34.1532,0.0049,3823.8388
Gl-783A,15.7342,1.4476,9.4616,18.4169,0.2070,5078.2300
Gl-702.1,55.9318,-3.8711,7.2107,56.5274,1.0965,5890.3220
NN-3489A,-12.7631,-44.1289,0.3026,45.9385,0.2188,4891.5725
Gl-887,4.6728,0.4180,10.4694,11.4725,0.0125,3808.6099
Gl-379.1A,-0.3675,-67.0144,-19.6692,69.8423,1.4191,5967.5435
GJ-1036,0.3022,-9.1570,50.9548,51.7720,0.0059,3748.9340
Gl-255A,-18.9231,-42.1636,11.7465,47.6847,0.3733,6576.0503
GJ-1239,59.8424,3.7868,25.6874,65.2327,0.1148,4493.2579
Wo-9787,37.3279,5.5550,64.1953,74.4665,0.3467,5534.1967
NN-3687,19.0841,-56.7689,-29.0490,66.5639,0.5297,5372.7941
NN-3013,14.6106,-3.3318,72.5975,74.1280,4.2462,6674.1615
NN-3317,-22.6482,-35.5980,34.2770,54.3606,0.2535,4996.4158
Gl-667C,23.0539,-3.3088,-0.5818,23.2974,0.0036,3691.1685
Gl-667A,23.0539,-3.3079,-0.5841,23.2974,0.1355,4648.7071
Gl-755,63.3710,3.6935,24.2439,67.9507,0.9727,5890.3220
GJ-1161B,22.7405,-40.5730,-24.5805,52.6070,0.0039,3649.0419
GJ-1161A,22.7235,-40.5715,-24.5986,52.6070,0.1556,4648.7071
Gl-886.2,26.4587,3.7119,59.2252,64.9728,4.3251,7526.0144
Gl-292A,-15.7172,-43.8211,3.1579,46.6614,2.0324,6674.1615
GJ-2133,57.9242,-4.0441,4.5529,58.2435,0.0010,3594.3995
Gl-105.1,-12.7270,-20.1213,54.0786,59.0876,1.3932,5778.4237
GJ-1175,33.8143,-34.4974,-24.9319,54.3606,0.3908,5106.1369
NN-3001,9.4692,-0.6831,42.3210,43.3728,0.0002,6576.0503
Gl-288A,-18.5252,-48.5904,4.3794,52.1861,1.6596,6006.9760
GJ-1050,-11.2618,-16.8915,45.0561,49.4187,0.0040,3763.6701
Gl-695.1,65.8970,-4.7047,3.5288,66.1589,0.4786,5567.7287
GJ-1106,-20.8147,-57.8503,2.7003,61.5403,0.0904,4388.7408
Gl-288B,-18.7039,-48.5341,4.2426,52.1861,0.0001,4308.7270
Gl-773.4,55.2681,7.0677,29.8494,63.2100,2.0324,6434.5926
NN-4207,37.2763,7.7667,42.7138,57.2216,0.0026,3621.5071
GJ-1016,6.6642,-5.4839,71.9651,72.4807,0.0247,3950.3928
NN-4172,47.1132,8.7376,40.4755,62.7237,0.3698,5162.9390
GJ-1137,5.5569,-68.3958,-28.0375,74.1280,0.2148,4866.0844
Gl-525.1,43.7808,-42.4873,-33.0747,69.3965,10.0925,6988.5648
Gl-385.1,-1.4253,-57.3779,-19.8709,60.7381,0.8790,6006.9760
Gl-318,-7.6961,-27.8630,-2.8236,29.0439,0.0018,8011.3835
GJ-1038,-2.5698,-8.5053,54.5632,55.2819,0.0302,3870.2956
Gl-432A,7.2749,-27.5535,-14.7117,32.0711,0.3404,5250.7064
Gl-902.1,17.2441,2.6392,59.0159,61.5403,0.4130,5250.7064
Gl-849.1,30.8977,7.7738,45.1773,55.2819,3.1046,6481.0089
Gl-433,8.1967,-30.8493,-16.7339,36.0401,0.0125,3778.5271
Wo-9714,50.5668,10.7634,44.0958,67.9507,0.0655,4231.7111
GJ-1079,-28.1954,-42.1810,30.7011,59.3024,0.2312,4891.5725
Gl-799A,20.9917,4.1356,15.7388,26.5605,0.0023,3691.1685
GJ-1177A,29.9967,-28.4769,-22.8850,47.2700,0.0488,4086.0014
GJ-1177B,29.9988,-28.4751,-22.8844,47.2700,0.0413,4017.0035
Gl-672.1,67.0518,-6.2417,-2.5269,67.3891,0.0082,3793.5065
GJ-1126B,-11.2410,-69.4626,-17.3794,72.4807,0.0025,3854.6801
GJ-1126A,-11.2410,-69.4626,-17.3794,72.4807,0.1905,4791.2762
Gl-91,-5.7248,-7.6562,28.5006,30.0611,0.0055,3793.5065
GJ-1130B,-6.2072,-61.9190,-19.5655,65.2327,0.0006,3515.5408
GJ-1130A,-6.2072,-61.9190,-19.5655,65.2327,0.0288,3983.4078
Gl-781.1A,55.3350,9.6666,31.3561,64.3320,0.0042,3719.8185
Gl-781.1B,55.3408,9.6698,31.3448,64.3320,0.0034,3607.9005
Gl-879,10.4969,2.9989,23.0025,25.4616,0.1355,4514.7926
Gl-309,-12.0117,-37.6099,-3.4396,39.6310,0.3565,5341.7087
GJ-1009,6.3443,-0.2729,46.8416,47.2700,0.0063,3823.8388
NN-3692,15.0607,-44.6760,-27.0611,54.3606,0.0009,3515.5408
GJ-1246,62.4211,10.5589,31.9318,70.9051,0.1754,4791.2762
Gl-803,23.8377,5.3544,18.2762,30.5111,0.0229,3917.9429
GJ-1118,-12.9745,-50.2287,-8.7313,52.6070,0.0007,3594.3995
Gl-225.2A,-24.6536,-37.9010,19.9479,49.4187,0.0973,4429.9292
Gl-539.2,50.5421,-39.4043,-35.5665,73.2951,0.0083,3793.5065
Gl-790,47.4588,10.2497,31.6046,57.9331,0.6252,5501.0930
NN-3964,68.4100,-12.6921,-13.6567,70.9051,0.0035,3734.3173
Gl-89,-10.5444,-12.2105,49.1941,51.7720,3.020010381.7666
Gl-377,-3.8779,-41.7494,-14.8976,44.4970,0.0043,3808.6099
Gl-42,1.2169,-2.3843,47.1942,47.2700,0.2489,4917.3447
Gl-446,15.0660,-49.7719,-30.7247,60.4006,0.7656,5670.9835
GJ-2147,35.2052,7.3622,20.2723,41.2865,0.0031,9328.3342
Gl-412.2,7.8621,-57.8691,-30.5132,65.8916,0.8872,5967.5435
NN-4013,54.3286,-1.6908,-0.7844,54.3606,0.0105,3839.1950
Gl-862,21.2489,7.3643,37.0871,43.3728,0.1343,4514.7926
Gl-60A,-6.0287,-7.6351,55.3872,56.2351,0.1995,4943.4059
NN-3017,8.2150,1.7914,57.6334,58.2435,0.0005,3691.1685
Gl-868,21.3376,7.7952,41.3755,47.2016,0.1355,4450.8295
Gl-881,8.4301,3.1505,19.2179,21.2208,20.8930,9125.4585
Gl-296.1,-24.3468,-58.4406,-1.7218,63.3327,0.6427,5967.5435
GJ-1181AB,29.6097,-25.4784,-24.1756,45.9385,0.0251,3870.2956
NN-3615,2.0512,-61.0410,-29.7839,67.9507,0.3020,5023.3752
Gl-127A,-16.3942,-16.2495,38.4706,44.8643,4.8306,6343.8806
GJ-1031,-1.6058,-2.5912,42.8078,42.9162,0.0006,3515.5408
NN-3394,-37.9064,-57.5418,22.4833,72.4807,1.2023,5890.3220
Gl-209.1,-35.6108,-46.9241,30.9961,66.5639,3.2211,6576.0503
Gl-652,46.1500,-3.8421,-6.2411,46.7283,0.4169,5191.8465
GJ-2037,-29.7082,-35.0383,34.1182,57.2216,0.1500,4580.7200
Gl-510,25.5435,-28.3158,-25.6143,45.9385,0.0066,3748.9340
Gl-412.3,6.2609,-52.2918,-29.5736,60.4006,0.0555,4212.9051
GJ-1054B,-25.9993,-24.3118,61.3229,70.9051,0.0024,3594.3995
GJ-1054A,-26.0213,-24.3029,61.3172,70.9051,0.0331,3934.0981
NN-3877,16.1983,-7.9345,-9.2234,20.2586,0.0000,4051.1958
NN-3067,-0.4559,-1.8632,74.2721,74.2969,0.0182,4840.8754
Gl-84.1A,-14.8866,-12.7242,66.5759,69.3965,0.0169,3950.3928
Gl-84.1B,-14.9018,-12.7134,66.5746,69.3965,0.0030,3793.5065
Gl-154.1A,-30.1365,-29.5184,53.2706,67.9507,0.1888,4742.7382
Gl-46,-0.7060,-1.1517,45.4699,45.4900,0.0033,3691.1685
GJ-2112AB,46.3782,-17.5423,-22.2801,54.3606,0.0011,3515.5408
NN-3525,-20.3417,-66.3487,-14.5463,70.9051,0.7379,5636.1130
GJ-1145,7.2957,-47.8629,-28.6059,56.2351,0.0313,3950.3928
Gl-366.1A,-10.4055,-58.3655,-20.4806,62.7237,2.3768,6343.8806
Gl-791,33.3543,9.4180,21.8579,40.9753,0.0038,3763.6701
Gl-453,8.5380,-25.2260,-17.7559,32.0082,0.1355,4409.2340
Gl-836.1,45.2339,17.5270,52.9905,71.8421,0.8630,5890.3220
Gl-540.1,48.0166,-34.4482,-37.2246,69.8423,3.8019,4409.2340
Gl-785,25.1580,7.0344,14.7067,29.9782,0.3767,5050.6447
Gl-236,-26.3501,-38.4465,13.2781,48.4641,0.0052,4000.1321
Gl-18,5.5587,3.5201,62.3777,62.7237,0.2188,4866.0844
Gl-538.1,43.5662,-32.8282,-35.7715,65.2327,17.2187,4471.9379
GJ-2019,-2.2576,-0.8185,65.3193,65.3634,0.0316,5404.2676
Gl-663B,17.2532,-0.5136,-2.0833,17.3861,0.2228,5106.1369
Gl-663A,17.2532,-0.5132,-2.0837,17.3861,0.2312,5134.3712
Gl-664,17.7903,-0.4798,-2.1072,17.9211,0.0773,4388.7408
NN-3594,-5.3158,-64.0618,-29.9226,70.9051,0.2754,4891.5725
Gl-131,-22.6569,-19.0400,47.5902,56.0418,0.0565,4231.7111
Gl-825.4A,39.2988,15.2348,39.4465,57.7280,0.6081,5501.0930
Gl-105.3,-22.2696,-16.8887,62.7204,68.6660,0.1294,5967.5435
Gl-811,53.7428,19.1215,44.7162,72.4807,2.5351,6388.8889
NN-3648,7.1229,-61.3166,-37.9869,72.4807,0.6486,5372.7941
Gl-563.2B,52.8761,-26.2988,-33.6123,67.9507,0.0056,3763.6701
Gl-563.2A,52.8809,-26.2904,-33.6113,67.9507,0.0082,3808.6099
Gl-167.2,-32.5416,-31.2595,44.0902,63.0877,0.0062,3983.4078
GJ-1039,-7.2222,-3.5927,59.8596,60.4006,0.0004,6880.2418
GJ-1196,63.0321,-15.0592,-24.8203,69.3965,0.0766,4231.7111
Gl-95,-11.2000,-7.6902,38.1715,40.5172,0.3908,5501.0930
Gl-259,-23.4832,-36.5803,7.2888,44.0761,0.3281,5023.3752
Gl-891,13.9649,8.1217,38.7442,41.9773,0.0046,3763.6701
GJ-2020,-1.7577,-0.1656,38.3768,38.4174,0.0200,7276.3785
Gl-293.2,-28.7787,-56.7944,-2.0878,63.7038,0.1419,4625.8097
GJ-2017,-2.3800,0.2408,56.2814,56.3322,0.0325,6388.8889
Gl-713.1,53.7956,7.2374,6.2048,54.6337,18.1970,4648.7071
Gl-579.4,50.1342,-19.0520,-27.7816,60.4006,0.7870,5601.6978
Gl-805,32.4042,11.7983,24.5976,42.3589,3.9446,6724.4177
Gl-120.1C,-28.4901,-20.4962,65.2931,74.1280,0.3311,4866.0844
Gl-120.1A,-28.4991,-20.4934,65.2900,74.1280,0.2754,5078.2300
GJ-1164A,28.3521,-45.3751,-41.8875,67.9507,0.0929,4471.9379
GJ-1164B,28.3469,-45.3755,-41.8905,67.9507,0.0363,3983.4078
GJ-2084AB,5.8204,-39.4301,-26.6842,47.9652,0.0441,4194.2733
Gl-25A,1.1368,2.9146,45.1293,45.2376,0.5395,5534.1967
Gl-455.3,12.9781,-34.4223,-27.8382,46.1334,5.7016,7337.0793
NN-3679,7.7991,-34.6289,-25.1248,43.4884,0.4207,5221.1002
Gl-620,46.7668,-6.3102,-14.6715,49.4187,0.0161,3839.1950
GJ-1032,-5.1105,-0.2242,62.5148,62.7237,0.0036,3748.9340
Gl-413.1,2.4498,-26.7581,-17.2777,31.9455,0.0055,3748.9340
Gl-329,-16.9947,-45.5704,-11.3741,49.9484,0.0705,4742.7382
Gl-530,32.9118,-27.6499,-31.8005,53.4694,0.6194,5636.1130
Gl-565,37.7027,-17.4922,-24.9259,48.4641,0.1419,4742.7382
Gl-59B,-7.4857,-2.4413,45.6560,46.3300,0.0014,4121.4374
Gl-59A,-7.5597,-2.4341,45.6442,46.3300,0.2858,5404.2676
Gl-673.1,73.3303,2.1886,-7.9519,73.7926,13.1826,7591.3840
Gl-836,28.0749,13.5051,33.1475,45.4900,0.0007,3705.4360
NN-4309B,24.4712,16.4620,62.8174,69.3965,0.0090,3719.8185
NN-4308A,24.4755,16.4848,62.8098,69.3965,0.0093,3748.9340
Gl-770,39.7303,12.2829,18.4383,45.4900,0.5754,4695.2263
Gl-364,-8.5093,-36.0100,-14.5946,39.7760,1.5136,6255.8849
NN-3671,10.9311,-55.2572,-40.5342,69.3965,0.0134,3748.9340
NN-3389,-32.0056,-39.3199,16.9872,53.4694,0.6546,5534.1967
NN-4008,72.0435,2.9478,-7.3825,72.4807,0.0586,4139.3975
Gl-729,9.2261,1.8447,1.7060,9.5621,0.0005,3490.0442
Gl-97,-12.2189,-6.7319,36.7371,39.2968,1.0765,5967.5435
Gl-796,36.0465,14.0198,25.8647,46.5283,0.5058,5534.1967
Gl-121,-21.8693,-14.4964,45.9907,52.9486,8.2414,8486.0845
NN-3819,43.1336,-33.2322,-40.6498,67.9507,0.0005,7337.0793
GJ-1048,-22.8336,-13.2241,59.6578,65.2327,0.1486,4558.5202
Gl-317,-14.4814,-33.8065,-7.2740,37.4900,0.0019,3763.6701
Gl-186,-38.9465,-37.6901,35.8342,64.9728,0.0673,4157.5219
Gl-155,-29.5136,-22.5175,44.7451,58.1396,6.9183,6775.5018
Gl-36,-1.5803,3.2194,52.0628,52.1861,0.3048,5341.7087
Gl-889A,24.0796,17.9442,67.7727,74.1280,0.0637,4121.4374
Gl-889B,24.0304,17.9672,67.7841,74.1280,0.0016,3581.0028
GJ-1143A,5.2414,-52.3713,-36.3295,63.9536,0.0855,4429.9292
Gl-40A,-1.8996,2.9020,47.0056,47.1334,0.0474,4139.3975
GJ-1033,-5.9470,0.6463,52.2658,52.6070,0.0005,3677.0146
Gl-416.1,4.2780,-51.1955,-35.3550,62.3639,8.7096,9765.8035
GJ-2049,-26.1863,-31.7816,12.0835,42.9162,0.0075,3886.0435
Gl-314A,-20.6339,-46.1196,-10.1099,51.5266,1.6749,5501.0930
Gl-884,8.7409,6.6215,22.9133,25.4021,0.0373,3966.8287
Gl-216A,-16.2990,-17.3522,10.7322,26.1140,2.3988,6528.1554
Gl-79,-9.4085,-2.9920,37.6967,38.9681,0.0344,3934.0981
Gl-216B,-16.3085,-17.3439,10.7312,26.1140,0.1977,4891.5725
GJ-2012,-0.3651,2.9622,32.2195,32.3575,0.0001,5890.3220
GJ-1257,50.5737,21.5312,36.5787,66.0250,0.0470,4493.2579
NN-4197,39.3990,20.3108,42.6895,61.5403,0.0041,3705.4360
Gl-279,-36.5028,-57.2962,1.4093,67.9507,6.9823,6343.8806
Gl-500,20.2354,-25.4470,-27.7548,42.7475,0.1706,5501.0930
Gl-529,25.3983,-21.0346,-26.4970,42.3039,0.0787,4194.2733
Gl-757,63.1920,18.5250,19.9632,68.8108,0.0166,3934.0981
Gl-31.3,-1.8110,6.3045,70.1396,70.4456,4.1305,7216.7630
Gl-622,46.3277,-4.1879,-15.7822,49.1210,0.0137,3870.2956
NN-3098,-11.8069,-1.2107,62.8426,63.9536,0.0110,3793.5065
Gl-229,-11.6989,-13.2714,5.8970,18.6486,0.0158,3793.5065
Gl-781.3,46.1926,17.5822,24.7628,55.2819,0.0006,8241.2146
NN-3810,40.8383,-33.3347,-42.8757,67.9507,0.0031,3705.4360
Gl-692,54.1038,5.6261,-3.9998,54.5424,3.1915,6528.1554
Gl-357,-7.5221,-26.0150,-10.9911,29.2261,0.0030,3691.1685
NN-3331A,-24.5279,-22.4667,20.9252,39.2968,0.0096,3763.6701
NN-3332BC,-24.5275,-22.4652,20.9274,39.2968,0.0027,3778.5271
Gl-300,-9.1029,-16.7317,-2.3004,19.1861,0.0004,3649.0419
Gl-199A,-33.8349,-31.9600,26.3198,53.4694,0.0433,4175.8130
Gl-570A,14.6326,-5.8403,-10.1166,18.7235,0.1432,4514.7926
Gl-570B,14.6317,-5.8404,-10.1180,18.7235,0.0180,3793.5065
Gl-185A,-15.7506,-14.0427,13.7148,25.1669,0.0215,3934.0981
NN-3131,-12.1212,-3.7069,40.4179,42.3589,0.0050,3854.6801
GJ-1044,-21.8487,-7.8135,65.4022,69.3965,0.0441,4017.0035
Wo-9720,50.4452,25.5226,46.1312,72.9672,5.649410125.2372
Gl-355.2,-17.5057,-57.1532,-24.1258,64.4592,3.4674,4695.2263
Gl-670A,53.7774,3.3733,-8.4544,54.5424,5.2481,6933.9435
Gl-722,43.9994,9.9372,5.3746,45.4266,0.7656,5670.9835
NN-3821,40.4683,-28.9872,-40.1512,63.9536,0.0018,3635.2204
GJ-2010,-0.5633,6.3924,52.2141,52.6070,0.0004,6624.7125
Gl-160.2,-37.7472,-27.2758,46.9913,66.1589,0.0483,4269.8553
Gl-863.2,31.1648,23.5551,62.9990,74.1280,4.4463,6674.1615
Gl-867B,11.4773,8.9084,24.2436,28.2637,0.0017,3649.0419
Gl-867A,11.4773,8.9084,24.2436,28.2637,0.0150,3778.5271
Gl-782,42.8886,17.4913,22.7601,51.6081,0.0592,4139.3975
Gl-425A,4.2488,-40.4358,-31.3876,51.3643,0.0692,4017.0035
Gl-610,50.8628,-6.4924,-21.8947,55.7544,0.2780,4648.7071
GJ-1284,7.9306,8.9725,33.3689,35.4525,0.0035,3778.5271
NN-3198,-22.9034,-11.9602,43.0153,50.1790,0.0015,3662.9729
GJ-1153,14.1351,-47.2643,-42.6800,65.2327,0.2333,4791.2762
Gl-403.1,-1.1975,-52.5155,-36.4795,63.9536,3.1623,6576.0503
Gl-100C,-24.6672,-9.1965,61.1368,66.5639,0.0026,3635.2204
Gl-100A,-24.7996,-9.2311,61.0780,66.5639,0.1038,4348.3479
NN-3709B,11.3365,-30.7805,-29.4406,44.0761,0.0014,3541.4261
NN-3708A,11.3196,-30.7828,-29.4447,44.0761,0.0034,3662.9729
Gl-503.3,33.4487,-38.7997,-47.0340,69.5444,3.1623,4671.8446
Gl-816.2A,42.4770,22.6357,37.4175,60.9651,4.4055,8402.6953
Gl-826.1,44.6826,25.4499,45.2878,68.5217,0.0863,4034.0241
Gl-142,-23.3974,-13.4603,36.5371,45.4266,0.0745,4068.5209
GJ-2154B,20.4149,21.3575,67.9857,74.1280,0.0014,3649.0419
GJ-2154A,20.4140,21.3594,67.9854,74.1280,0.0254,3854.6801
Gl-843,21.2535,14.7733,31.4343,40.7195,0.0021,3662.9729
Gl-595,25.5534,-4.8955,-13.6559,29.3841,0.0013,3649.0419
Gl-239.1,-38.5333,-43.8410,12.1904,59.6277,7.5858,4625.8097
NN-3563,-13.8406,-45.6737,-22.1325,52.6070,0.0038,3677.0146
Gl-401A,-2.3291,-34.6372,-23.9836,42.1945,0.0056,3886.0435
Gl-800A,36.3570,18.5348,26.2754,48.5362,0.0089,3901.9253
Gl-716,44.4825,10.9597,3.3970,45.9385,0.3251,5134.3712
NN-3543,-14.1915,-35.4086,-14.3897,40.7704,0.0068,3719.8185
Wo-9518,60.0310,-16.1506,-38.8280,73.2951,0.0319,4269.8553
Gl-383,-8.0800,-39.2390,-23.2698,46.3300,0.0185,3823.8388
Gl-111,-19.2621,-7.3287,39.6428,44.6799,3.0761,6481.0089
Gl-506,13.9479,-15.5549,-20.2501,29.0957,0.8790,5567.7287
Gl-468,21.7337,-45.9154,-49.4667,70.9051,0.0847,4231.7111
Gl-91.2A,-26.3168,-5.9578,69.0427,74.1280,0.1923,4695.2263
GJ-1129,-8.8778,-28.5725,-14.5769,33.2820,0.0008,3662.9729
Gl-465,8.5160,-19.0398,-20.2861,29.0957,0.0021,3649.0419
Gl-121.1,-24.3809,-10.5335,43.4022,50.8835,0.0042,3748.9340
Gl-190,-24.1211,-19.4506,18.3268,36.0004,0.0080,3793.5065
Gl-421A,2.1011,-39.7476,-32.3375,51.2835,0.0221,4017.0035
Gl-421B,2.1034,-39.7456,-32.3398,51.2835,0.0207,3983.4078
Gl-198,-44.9617,-37.5730,31.5829,66.5639,1.5849,6087.5470
GJ-1028,-4.2774,3.2784,32.1680,32.6163,0.0001,3310.3479
Gl-421C,2.0807,-39.7437,-32.3436,51.2835,0.0008,3677.0146
Gl-31,-3.5230,9.0287,59.0565,59.8465,44.8745,4718.8561
NN-3804,19.2381,-15.7137,-23.1797,33.9753,0.0017,3705.4360
Gl-65A,-2.1037,0.1698,8.3034,8.5675,0.0001,3333.1966
Gl-409,-0.4998,-46.5070,-35.9241,58.7682,0.0052,5928.6628
Gl-791.1A,48.7448,24.6204,30.6098,62.6033,4.9659,6988.5648
Gl-180,-25.8674,-19.4588,21.6132,38.9216,0.0054,3734.3173
Wo-9574,70.8039,1.0138,-23.5892,74.6369,4.5709,4493.2579
NN-3866,35.0463,-13.9348,-28.4963,47.2700,0.0000,4891.5725
GJ-1265,16.0911,13.0664,27.0092,34.0463,0.0004,3477.4388
Gl-84,-9.1264,-1.1981,26.0633,27.6410,0.0052,3778.5271
NN-4274,10.7069,9.1860,19.8131,24.3224,0.0002,3344.7435
Gl-283B,-17.1234,-23.5219,-1.2582,29.1217,0.0000,3356.3732
Gl-283A,-17.1234,-23.5219,-1.2582,29.1217,0.0006,7865.8155
NN-3329,-47.8685,-37.1079,36.2726,70.5981,0.0002,5468.4090
NN-3325,-25.9652,-19.9232,20.0324,38.3722,0.0026,3607.9005
Gl-54.1,-2.0489,1.1998,11.9643,12.1976,0.0002,3344.7435
Gl-177,-27.6785,-19.6448,23.5983,41.3388,0.8872,5852.5094
Gl-817,38.6250,23.7222,34.1026,56.7241,0.0069,3839.1950
NN-4179,47.0960,29.0453,41.8833,69.3965,0.0291,3917.9429
Gl-898,7.8698,12.7757,39.3198,42.0856,0.0525,4157.5219
Gl-897A,7.8467,12.8389,39.3038,42.0856,0.0060,3778.5271
Gl-859A,22.6789,20.8200,43.9319,53.6453,0.7798,5890.3220
Gl-244B,-5.7538,-6.2178,1.3229,8.5742,0.004710515.5618
Gl-244A,-5.7538,-6.2178,1.3229,8.5742,40.179110125.2372
Gl-690.1,62.1142,11.1369,-7.7562,63.5796,0.0020,3719.8185
NN-3192A,-12.3359,-4.6063,21.1309,24.8980,0.0021,3528.4343
NN-4344,12.5008,22.2775,67.8299,72.4807,0.0031,8747.6063
NN-4352,7.9194,14.8018,45.6951,48.6811,0.0056,3691.1685
Gl-471.2,18.1051,-36.8179,-43.1178,59.5189,7.0469,7044.1309
NN-3523,-23.1064,-45.9445,-17.6143,54.3606,1.2359,6255.8849
GJ-1005AB,0.4384,4.1027,16.7851,17.2848,0.0004,3490.0442
Gl-837,26.3544,20.2987,34.4574,47.8948,18.8799,7526.0144
Gl-564.1,45.1466,-16.1415,-37.4717,60.8514,37.3250,8571.3219
Gl-563.4,49.7447,-17.7997,-41.3839,67.1118,3.9446,6827.4357
Gl-511.2,28.1676,-27.7300,-40.9604,56.9220,3.3420,4514.7926
GJ-1224,23.8564,5.8444,-0.9186,24.5790,0.0002,3403.7396
Gl-71,-3.2294,0.3855,10.9307,11.4043,0.4285,5534.1967
Gl-851.3,17.9746,16.2061,30.9599,39.2968,0.3048,4996.4158
NN-3973,49.0689,3.0845,-16.2192,51.7720,0.0092,3793.5065
Gl-656.1A,61.5048,7.2455,-15.4511,63.8284,34.9945,9433.5802
GJ-1165,23.4467,-37.6661,-47.8207,65.2327,0.2333,4840.8754
Wo-9666,64.5812,29.5029,23.5606,74.8081,3.3729,6576.0503
Gl-10,1.8314,13.4367,50.8291,52.6070,2.8576,6434.5926
Gl-866AB,4.1214,4.4179,9.2910,11.0827,0.0001,3190.2349
NN-3493,-35.8286,-54.8198,-13.3511,66.8368,0.0425,4450.8295
NN-3707,6.2842,-18.9837,-21.1708,29.1217,0.0010,3677.0146
Gl-416,-0.0147,-44.6405,-39.3664,59.5189,0.0698,4289.1989
NN-3668,2.9770,-30.1155,-28.8575,41.8158,0.0003,3379.8850
Gl-217.1,-48.3714,-39.7322,23.8133,66.9740,22.6986,9027.6384
Gl-747.1,63.5388,25.2393,12.7370,69.5444,0.0061,3793.5065
GJ-1144,0.9211,-45.5509,-41.3699,61.5403,0.0310,3950.3928
GJ-2121,51.9463,1.4723,-21.4894,56.2351,0.0032,3763.6701
NN-4077,67.9548,24.1034,7.3910,72.4807,0.0060,3778.5271
GJ-2138,42.8401,14.4161,3.0056,45.3005,0.0052,3705.4360
Gl-489,20.2551,-28.6791,-39.5186,52.8628,0.0515,4471.9379
NN-3433,-49.5842,-55.0203,3.0232,74.1280,0.0474,4034.0241
NN-3139,-19.5836,-0.6144,47.9212,51.7720,0.0042,3734.3173
Gl-764.2,56.6457,26.4720,18.5955,65.2327,2.5586,6388.8889
Gl-876,4.8059,6.1534,13.3158,15.4360,0.0017,3677.0146
NN-3162,-22.5402,-3.6801,45.0289,50.4897,0.0001,5436.1366
Gl-225,-32.4011,-26.9552,14.0777,44.4364,6.9183,7276.3785
Gl-592,35.7152,-4.7859,-22.8929,42.6915,0.0012,3677.0146
Gl-810B,28.5759,19.0911,22.9750,41.3388,0.0002,3490.0442
Gl-810A,28.5670,19.1104,22.9700,41.3388,0.0015,3662.9729
Gl-443,4.8133,-27.2249,-28.5967,39.7760,0.0027,3823.8388
GJ-1100,-43.0488,-54.5712,-6.8354,69.8423,0.0100,3934.0981
Gl-819A,31.5174,22.2927,28.3478,47.8948,0.2582,4996.4158
Gl-301A,-33.5172,-47.8388,-11.4254,59.5189,0.0370,3934.0981
Gl-291B,-31.6232,-40.8659,-5.9996,52.0197,0.7516,5778.4237
Gl-291A,-31.6232,-40.8659,-5.9996,52.0197,1.2023,6087.5470
NN-3698A,9.6441,-36.9406,-41.2888,56.2351,0.0020,3719.8185
Gl-297.2B,-38.0910,-53.5305,-12.2766,66.8368,0.0069,3778.5271
