#Name,x-pos,y-pos,z-pos,dist,bright,temp
NN-4257,20.7027,42.4271,39.4784,61.5403,0.0011,3649.0419
Gl-492,12.7479,-16.1080,-46.7267,51.0428,0.0001,5815.2137
GJ-1041A,-17.9024,8.8784,28.8215,35.0713,0.0041,3763.6701
Gl-688,33.9502,17.8789,-12.2134,40.2671,0.3281,4840.8754
Gl-285,-15.9588,-11.5323,-4.7144,20.2460,0.0011,3649.0419
Gl-87,-20.7834,8.1800,30.2718,37.6198,0.0110,3886.0435
Gl-148,-56.6648,-2.7026,45.6318,72.8043,0.0631,4000.1321
Gl-518,10.0329,-5.8659,-24.0279,26.6909,0.0001,4866.0844
Gl-828.1,28.8947,44.0730,32.6755,62.0082,0.0196,3983.4078
NN-3321,-56.8651,-16.4222,24.2227,63.9536,0.0103,3763.6701
GJ-2040,-48.9364,-16.3073,17.1571,54.3606,0.0263,3917.9429
NN-3772,20.9888,-19.5366,-64.8484,70.9051,0.0017,3594.3995
Gl-70,-13.3396,8.7855,23.7977,28.6611,0.0029,3734.3173
NN-3328,-49.5470,-14.3685,19.8680,55.2819,0.0060,3778.5271
Gl-98A,-32.3724,9.9017,41.5013,53.5572,0.0425,3966.8287
Gl-339AB,-38.0720,-40.3497,-37.0314,66.7001,0.2208,4695.2263
Gl-418,-9.3602,-29.9293,-49.0808,58.2435,0.0929,4348.3479
Gl-699,4.9811,2.9792,-1.4457,5.9814,0.0004,3464.9272
Gl-763,32.6121,29.3598,5.7450,44.2555,0.0288,3966.8287
Gl-702.2,54.1183,33.6612,-13.9082,65.2327,0.6730,5890.3220
GJ-1182,22.3269,-4.5766,-39.2956,45.4266,0.0003,3490.0442
GJ-1172,20.5459,-12.1956,-51.9947,57.2216,0.0275,3983.4078
GJ-1057,-20.0698,1.6158,18.9029,27.6176,0.0002,3368.0868
NN-3078B,-18.2826,19.9591,42.6214,50.4897,0.0006,3515.5408
NN-3077A,-18.2834,19.9739,42.6142,50.4897,0.0015,3621.5071
Gl-795A,30.3373,37.0050,18.6700,51.3643,0.1159,4269.8553
GJ-1214,34.6516,17.0273,-16.8854,42.1400,0.0002,3464.9272
GJ-1027,-23.3121,29.0945,58.8827,69.6930,0.0014,7398.8968
Gl-231.1A,-48.4637,-22.0568,4.8725,53.4694,1.2589,5967.5435
Gl-231.1B,-48.4730,-22.0345,4.8814,53.4694,0.0010,3934.0981
Gl-398,-13.5678,-24.6415,-34.7132,44.6799,0.0015,3649.0419
GJ-1007,-9.3366,30.2481,48.1523,57.6260,0.0008,3621.5071
Gl-435.1,-4.1981,-33.2456,-64.2695,72.4807,0.0619,4212.9051
Gl-752B,14.0219,11.9573,1.0629,18.4586,0.0000,2975.0191
Gl-752A,14.0200,11.9601,1.0566,18.4586,0.0063,3793.5065
NN-3538,-43.8501,-44.0557,-40.3884,74.1280,0.1995,4718.8561
Wo-9429,18.9974,-19.3852,-66.1773,71.5270,0.7943,5706.3189
Gl-280A,-9.2506,-6.1678,-2.5739,11.4123,9.1201,6775.5018
Gl-895.2,0.8778,27.6334,35.3331,44.8643,0.0015,8486.0845
Gl-100.1,-44.7934,13.6601,55.3210,72.4807,0.006110653.2699
Gl-273,-10.2568,-6.4828,-2.2245,12.3360,0.0014,3705.4360
Gl-33,-6.7236,10.9759,20.2567,24.0002,0.2377,5050.6447
GJ-1087,-23.8735,-9.5220,4.3759,26.0722,0.0001,5967.5435
Gl-35,-4.0117,6.4573,11.9057,14.1257,0.0002,6170.4797
Gl-678.1A,26.8207,14.6097,-11.4468,32.6163,0.0166,3808.6099
NN-3885,31.5736,2.1461,-40.9736,51.7720,0.0032,3870.2956
NN-3463,-40.9823,-28.5312,-14.2779,51.9368,0.0003,3368.0868
NN-4231,18.6673,36.9357,29.7408,50.9630,0.0030,3748.9340
Gl-904,-1.1646,27.0763,35.9088,44.9880,4.1305,6343.8806
Gl-576,35.7327,3.0663,-45.3666,57.8304,0.0322,4103.6395
Gl-349,-19.6446,-21.5724,-22.4481,36.8130,0.1459,4742.7382
Gl-493.1,6.1623,-7.5672,-24.7027,26.5605,0.0003,3452.5084
NN-4304A,10.0572,48.5334,52.8850,72.4807,0.0134,3870.2956
NN-3857,36.2958,-2.6205,-57.8905,68.3781,0.0213,4250.6936
Gl-740,26.8056,21.6713,-0.7467,34.4782,0.0200,3854.6801
GJ-1248,27.5368,29.3648,9.3986,41.3388,0.0020,3649.0419
GJ-1146,-8.6152,-28.8616,-52.3547,60.4006,0.0011,3594.3995
Wo-9771,20.3197,48.8518,42.4115,67.8094,24.2103,9225.6595
NN-3184,-50.7120,10.3195,53.0732,74.1280,0.0024,3677.0146
Gl-712,38.0131,26.9037,-7.6938,47.2016,0.0017,3823.8388
NN-4329,3.4840,43.0828,50.6211,66.5639,0.0035,3719.8185
Gl-771A,29.8545,31.0557,8.4439,43.8982,5.1523,5106.1369
Gl-596.2,45.7029,11.5649,-45.6544,65.6264,31.0456,4368.4464
Gl-179,-38.2955,-8.2946,16.5225,42.5246,0.0024,3705.4360
Gl-310.1A,-51.9542,-42.2504,-32.9595,74.6369,2.0324,6299.5513
Gl-310.1B,-51.9560,-42.2468,-32.9614,74.6369,0.5754,5567.7287
NN-3173,-35.9986,10.0855,40.7243,55.2819,0.0003,6674.1615
NN-4213,23.5814,45.5572,33.9951,61.5403,0.0046,3748.9340
Gl-784.2A,46.7888,53.3565,18.9813,73.4602,0.0023,3734.3173
Gl-784.2B,46.7793,53.3752,18.9523,73.4602,0.0003,7044.1309
NN-4319,2.8297,33.8335,39.0848,51.7720,0.0013,3607.9005
NN-3392,-66.6733,-28.8662,4.6779,72.8043,0.0001,6170.4797
Gl-402,-5.9093,-11.4847,-18.3974,22.4785,0.0009,3554.5173
NN-4279,10.6278,32.3385,29.8899,45.3005,0.0009,3567.7091
Gl-105B,-16.2893,4.8383,18.6167,25.2058,0.0011,3649.0419
Gl-105A,-16.2795,4.8569,18.6205,25.2058,0.2443,4791.2762
GJ-2074,-28.3876,-31.7090,-36.7568,56.2351,0.0004,7461.8638
Gl-178,-22.0965,-4.4747,9.6033,24.5051,3.0761,6624.7125
NN-3693,-1.2843,-18.9825,-42.0992,46.1988,0.0000,3490.0442
GJ-1236,26.1414,24.1336,2.2029,35.6463,0.0012,3528.4343
Gl-406,-1.8978,-3.9022,-6.4784,7.7974,0.0000,3169.3537
Gl-818,27.8030,41.8294,23.9843,55.6593,0.1213,4269.8553
NN-4111,50.0410,47.6956,6.0739,69.3965,0.0200,3934.0981
NN-3884,31.2472,3.2657,-42.1953,52.6070,0.0018,3808.6099
GJ-1102A,-44.7385,-29.1754,-15.6595,55.6593,0.0001,4514.7926
GJ-1102B,-44.7415,-29.1719,-15.6574,55.6593,0.0000,4121.4374
Gl-626,40.4833,16.5536,-30.7581,53.4694,0.0685,4250.6936
Gl-598,26.8756,7.5546,-27.0539,38.8752,2.1478,5967.5435
GJ-1210,33.2007,17.3428,-18.5877,41.8158,0.0004,3299.0443
Wo-9661,50.2585,49.2438,7.4074,70.7513,6.7920,4368.4464
GJ-1222,43.9120,28.6287,-15.0666,54.5424,0.0014,3719.8185
NN-3633,-12.7744,-25.6732,-43.1050,51.7720,0.2535,4943.4059
NN-4383,-6.5352,34.1203,45.9767,57.6260,0.0055,3778.5271
Gl-323A,-40.1933,-33.4342,-30.2470,60.4006,0.0370,4017.0035
NN-3007,-11.2621,42.8256,59.4483,74.1280,0.0027,3763.6701
NN-4016,54.2678,33.8288,-22.9763,67.9507,0.0046,3691.1685
GJ-2128,37.9782,21.3649,-20.0465,47.9652,0.0048,3719.8185
NN-4241,19.0624,43.9759,33.6406,58.5572,0.0111,3793.5065
NN-3259,-48.6594,-1.7836,30.6290,57.5244,0.0001,5636.1130
Gl-735,27.8001,24.0582,-1.8853,36.8130,0.0100,3748.9340
Gl-469,3.8438,-13.3742,-39.4325,41.8158,0.0021,3649.0419
NN-4115B,47.3991,48.2165,6.7670,67.9507,0.0037,3763.6701
NN-4114A,47.3991,48.2165,6.7670,67.9507,0.0265,3854.6801
NN-3528,-34.6402,-29.7335,-29.5136,54.3606,0.0048,3870.2956
NN-3522,-9.4192,-7.9556,-7.7463,14.5609,0.0008,3554.5173
GJ-2085,-10.4822,-29.9332,-60.0951,67.9507,0.0127,3823.8388
Wo-9773,14.4208,39.8779,32.5695,53.4694,0.0038,3705.4360
GJ-2102,19.8356,-10.0415,-57.7595,61.8906,0.2014,4742.7382
NN-3250,-33.7866,0.5004,23.0863,40.9239,0.0002,3310.3479
GJ-1204,37.5800,17.5174,-27.9891,50.0251,0.0006,3581.0028
Gl-471,4.7407,-15.1051,-46.1890,48.8268,0.0258,3870.2956
Gl-299,-16.9455,-11.4511,-8.2098,22.0381,0.0003,3427.9447
Gl-768,10.7817,11.8642,2.5124,16.2270,15.4170,8011.3835
NN-3846,23.6713,-0.9231,-43.3708,49.4187,0.0025,3607.9005
GJ-2155,-0.0996,42.3970,47.8805,63.9536,0.0203,3793.5065
Wo-9112,-56.8081,8.1411,47.9876,74.8081,0.3373,5106.1369
Gl-473A,1.4470,-4.2418,-13.3125,14.0467,0.0001,3356.3732
GJ-1201,54.2784,24.5106,-43.2883,73.6260,0.0002,6988.5648
Gl-863,9.3984,36.4275,32.0455,49.4187,0.0142,3778.5271
Gl-824,23.7365,41.5849,23.7961,53.4694,0.1542,4695.2263
Gl-504,11.2222,-8.5158,-41.6388,43.9573,1.3804,6046.9729
Gl-319C,-34.0770,-25.6942,-23.7198,48.8268,0.0038,3734.3173
Wo-9615A,52.2629,38.8011,-16.3421,67.1118,19.0546,8838.7939
Gl-319A,-34.0930,-25.6897,-23.7016,48.8268,0.0258,3934.0981
Gl-203,-30.7960,-7.8922,7.7171,32.7145,0.0009,3594.3995
Gl-791.2,16.2595,21.9906,8.2313,28.5607,0.0004,3581.0028
NN-4328,1.5238,43.4853,46.1883,63.4559,0.0429,4450.8295
NN-3860,24.4286,1.1644,-42.0920,48.6811,0.1941,4766.8768
Gl-486,4.2289,-7.2946,-26.9255,28.2148,0.0018,3691.1685
NN-3097,-21.7347,20.4510,38.4605,48.6811,0.0010,3541.4261
Gl-452.1,-1.7126,-12.5772,-31.4770,33.9400,0.0007,3528.4343
Gl-206,-43.4000,-11.4481,10.0839,46.0033,0.0043,3607.9005
Gl-476,4.7870,-13.4821,-44.7671,46.9976,0.0049,3917.9429
NN-3960,40.0381,19.2417,-31.3333,54.3606,0.0015,3567.7091
Gl-173.1B,-60.0645,-7.6995,26.3111,66.0250,0.0008,3691.1685
Gl-173.1A,-60.0677,-7.6862,26.3075,66.0250,0.0745,4695.2263
NN-4368,-4.3281,26.8258,32.4949,42.3589,0.0037,3870.2956
NN-3689A,-3.0126,-19.2575,-47.9626,51.7720,0.2109,4603.1486
NN-3322,-21.3664,-3.9677,7.4377,22.9692,0.0011,3763.6701
Gl-822A,27.1654,48.0090,26.4927,61.1939,3.1333,6388.8889
GJ-1055,-29.1499,5.3757,24.9384,38.7367,0.0001,3490.0442
Wo-9099,-46.7526,14.0721,46.6507,67.5286,9.7275,7398.8968
NN-3666,-7.5635,-20.9133,-46.0322,51.1228,0.0020,3649.0419
NN-3716,0.3994,-7.2232,-20.8960,22.1128,0.2535,7658.0096
Gl-228A,-30.4971,-10.5581,2.3370,32.3575,0.0050,3854.6801
NN-3128,-16.6092,9.6114,21.9051,29.1217,0.0000,3148.7520
GJ-1178,22.6539,-6.5821,-60.4001,64.8436,0.0004,6988.5648
Gl-514,6.8463,-3.4567,-22.2299,23.5157,0.0109,3793.5065
Gl-768.1A,35.7996,41.3810,7.8795,55.2819,2.4434,6170.4797
GJ-1014,-14.0229,27.9105,40.2690,50.9630,0.0002,3287.8201
NN-3838,26.0403,-1.0545,-53.2688,59.3024,0.0071,3763.6701
NN-3906,45.9597,13.4860,-56.5756,74.1280,0.0511,4121.4374
NN-4169,22.4765,35.6451,16.2793,45.1750,0.0004,3477.4388
Gl-230,-54.0647,-18.7233,3.5040,57.3222,0.7047,5706.3189
Gl-727,37.5215,34.0180,-4.9040,50.8835,0.1380,4580.7200
Gl-538,19.6339,-2.5978,-45.4405,49.5689,0.6081,5468.4090
Gl-120,-50.8064,12.6482,45.9983,69.6930,0.0024,3705.4360
Gl-600,45.7535,17.5268,-48.3152,68.8108,0.0698,3917.9429
Gl-734A,38.2406,35.7953,-3.8655,52.5223,0.0377,4017.0035
NN-3998,41.9539,26.5010,-24.3651,55.2819,0.0116,3983.4078
GJ-1156,0.6738,-6.4584,-20.3195,21.3318,0.0001,3299.0443
Gl-208,-36.0815,-9.0003,7.2221,37.8819,0.0353,3950.3928
Gl-513,17.5653,-8.4294,-59.8758,62.9659,0.0046,3854.6801
Gl-315,-46.1972,-31.8912,-31.4226,64.3320,0.2965,5221.1002
GJ-1186,32.0660,5.9137,-50.9763,60.5127,0.0002,3368.0868
NN-3398,-55.2868,-21.0574,-1.9938,59.1948,0.0006,3581.0028
NN-4126,40.4450,48.7708,8.6990,63.9536,1.1803,5778.4237
Gl-330,-33.5001,-24.8430,-27.2067,49.7959,0.0117,3748.9340
GJ-1215,31.1596,20.3116,-18.1592,41.3913,0.0001,3299.0443
NN-3221,-47.3310,7.0854,35.3846,59.5189,0.0039,3705.4360
Gl-480,4.0459,-10.2388,-39.1503,40.6687,0.0033,3823.8388
Gl-112.1,-31.5576,10.0711,29.9831,44.6799,0.0597,4157.5219
NN-3695,-3.7003,-22.7712,-63.9146,67.9507,0.0068,3870.2956
Gl-642,53.2748,31.5146,-37.7106,72.4807,0.0217,3870.2956
GJ-1063,-57.0803,4.1733,36.6294,67.9507,0.0824,4348.3479
Gl-759,34.3428,37.2949,1.6475,50.7252,1.8197,5372.7941
NN-3598,-28.8172,-33.6015,-57.3931,72.4807,0.0044,3691.1685
NN-3160,-38.4835,16.1929,40.6092,58.2435,0.0044,3691.1685
Gl-872A,7.5327,49.1087,42.2717,65.2327,8.1658,6388.8889
GJ-1269A,9.5260,40.6494,32.0059,52.6070,0.3133,4996.4158
Gl-494,6.2318,-6.9546,-35.0583,36.2807,0.0136,3839.1950
NN-3871,27.7162,5.6173,-45.3788,53.4694,0.0055,3763.6701
Gl-213,-18.7880,-4.5711,3.1402,19.5894,0.0008,3621.5071
NN-3245,-60.6716,5.5126,38.9713,72.3200,0.0029,3734.3173
Gl-681,37.7680,27.3362,-19.3783,50.4897,47.8630,8571.3219
NN-3817,15.5324,-1.8329,-39.9648,42.9162,0.0018,3567.7091
Gl-464,2.4183,-17.9769,-63.6238,66.1589,0.0240,3886.0435
GJ-1203,45.3945,24.9028,-38.1812,64.3320,0.0045,3854.6801
NN-3051,-19.0968,32.7939,45.5703,59.3024,0.0022,3808.6099
NN-3362,-66.5964,-15.7761,11.4850,69.3965,0.0113,3854.6801
Gl-242,-60.5757,-22.9348,-5.1032,64.9728,18.8799,6724.4177
Gl-533,15.7601,-2.3115,-43.0885,45.9385,0.0207,3950.3928
NN-3488,-48.4762,-28.2611,-25.2701,61.5403,0.0895,4308.7270
Gl-83.1,-8.4767,5.3742,10.5669,14.5739,0.0002,3391.7690
NN-3924,39.4504,17.6208,-43.8221,61.5403,1.1588,5967.5435
Gl-361,-22.3678,-19.1422,-27.9837,40.6181,0.0096,3793.5065
GJ-1199,39.7193,20.1182,-39.3349,59.4104,0.0004,7937.8667
Gl-615.1A,42.1564,21.7589,-41.4016,62.9659,0.3698,5404.2676
Gl-12,-8.5040,23.6022,28.2669,37.7941,0.0011,3567.7091
NN-3146,-17.4992,9.1246,19.2862,27.5942,0.0000,3190.2349
NN-3822,21.5341,-0.9852,-55.2457,59.3024,0.0158,3839.1950
Gl-512.1,7.3784,-3.0276,-28.0083,29.1217,0.7047,5567.7287
NN-3356,-38.9923,-7.9825,7.0284,40.4168,0.0025,3662.9729
Gl-708.2,44.4855,39.4792,-14.8733,61.3089,0.0256,3886.0435
Gl-224,-66.4043,-16.7586,6.6742,68.8108,0.8710,5778.4237
Gl-403,-12.2110,-15.7374,-33.4924,38.9681,0.0011,3581.0028
NN-3494,-57.7444,-33.1560,-32.5765,74.1280,0.0530,4139.3975
GJ-1193,40.0230,16.6721,-51.5897,67.3891,0.0011,3691.1685
Gl-143.3,-52.5892,8.2299,34.7708,63.5796,0.0041,3719.8185
NN-3813,17.1213,-1.7143,-49.7134,52.6070,0.0051,3793.5065
GJ-1219,46.4645,35.0673,-27.0863,64.2054,0.0011,3440.1812
Gl-448,-4.5019,-12.8228,-39.0411,41.3388,31.9154,9125.4585
Gl-276,-62.9990,-28.1432,-18.8468,71.5270,0.1076,4514.7926
Gl-755.1,41.6985,48.6555,-0.1463,64.0792,0.0036,9433.5802
GJ-2077,-34.9607,-31.0949,-53.2765,70.9051,0.0004,7100.6678
NN-3681,-7.4222,-17.3677,-50.9740,54.3606,0.0022,3823.8388
Gl-836.7,14.9640,40.8022,23.3684,49.3439,0.8710,6006.9760
Gl-526,5.2890,-0.7843,-16.9006,17.7263,0.0107,3886.0435
NN-3582,-28.6655,-25.2415,-43.9711,58.2435,0.0005,3515.5408
Gl-337A,-46.4470,-32.1139,-43.9032,71.5270,0.5297,5501.0930
NN-3638,-19.5251,-25.6068,-59.8361,67.9507,0.3251,4891.5725
NN-3161,-51.0827,22.4460,48.8026,74.1280,1.9055,6212.8660
Gl-654.2,33.3205,23.7743,-23.6429,47.2700,0.2679,4891.5725
GJ-1120A,-40.4569,-26.3268,-34.4517,59.3024,0.0488,4121.4374
GJ-1030,-21.6042,27.2806,37.8900,51.4453,0.0058,3839.1950
Wo-9188,-67.4435,-13.3704,9.4061,69.3965,0.0225,3854.6801
Gl-852.1,11.8786,51.1000,34.5996,62.8446,0.0013,3734.3173
Gl-481,3.6141,-9.4933,-47.8334,48.9001,0.1282,4471.9379
NN-3335,-65.3583,-7.7616,16.8921,67.9507,0.0038,3793.5065
GJ-1256,15.4197,26.7782,8.7033,32.1027,0.0004,3490.0442
Gl-552,24.2843,4.6890,-51.7119,57.3222,0.0143,3839.1950
NN-3284,-57.8367,-0.1803,24.2724,62.7237,0.0046,3950.3928
Gl-227,-48.4123,-12.0924,2.2061,49.9484,0.4055,5250.7064
GJ-2043A,-68.8378,-11.4049,12.6022,70.9051,0.0231,3839.1950
Gl-775.1,41.0758,58.8595,10.0896,72.4807,0.5861,5567.7287
Gl-603,23.9677,12.6096,-27.7606,38.7828,4.0926,6481.0089
Gl-114,-49.2257,17.4455,41.2703,66.5639,0.1000,4308.7270
Gl-703,32.0593,29.4731,-13.1484,45.4900,0.0570,5778.4237
Gl-569AB,16.4746,5.4019,-29.3838,34.1175,0.0079,3823.8388
Gl-783.2B,34.6399,52.7194,10.5261,63.9536,0.0009,3621.5071
GJ-1037,-23.7479,26.2197,36.9067,51.1228,0.0010,8838.7939
Gl-783.2A,34.6538,52.7159,10.4981,63.9536,0.3908,5134.3712
Gl-170.1,-58.0421,-0.3878,22.8083,62.3639,5.9704,8402.6953
Gl-73,-29.5323,23.8077,37.4347,53.2947,0.0005,3554.5173
NN-3181,-35.8439,13.7776,30.2755,48.9001,0.0000,3148.7520
GJ-2039,-53.4377,-5.7886,12.9226,55.2819,0.0955,4471.9379
Gl-844,10.5894,38.3811,23.0447,46.0033,0.0098,3677.0146
Gl-562,22.6940,6.9966,-43.5098,49.5689,0.0402,4175.8130
Gl-171.1A,-61.9363,-1.0484,22.8494,66.0250,162.9296,3734.3173
GJ-1141B,-14.0815,-16.8148,-42.3415,47.6847,0.0041,3823.8388
GJ-1141A,-14.0815,-16.8148,-42.3415,47.6847,0.0046,3823.8388
Wo-9231A,-64.4753,-24.6424,-16.2241,70.9051,24.6604,8932.1114
Gl-880,0.8813,17.2742,13.6085,22.0083,0.0136,3793.5065
Gl-731,29.0306,32.0494,-5.6067,43.6047,0.0136,3839.1950
Gl-150.1B,-45.3164,6.6483,25.8790,52.6070,0.0108,3823.8388
Gl-150.1A,-45.3289,6.6347,25.8606,52.6070,0.0236,3870.2956
Gl-516A,12.2947,-2.6454,-50.2213,51.7720,0.0034,3748.9340
Gl-746,35.2904,41.7664,-3.8857,54.8174,0.9204,5601.6978
Gl-34.1,-21.9135,34.9500,42.6037,59.3024,3.0200,6343.8806
GJ-1209,38.4524,29.1327,-29.0863,56.3322,0.0032,3719.8185
Wo-9428,10.9634,-7.6946,-69.6285,70.9051,0.0079,3719.8185
Gl-505A,7.0924,-3.4021,-38.0238,38.8290,0.2858,4891.5725
Gl-779,29.6007,44.8171,7.1200,54.1800,1.1695,5928.6628
NN-4333,-1.9943,26.6456,22.8329,35.1469,0.0021,3778.5271
Gl-201,-51.9989,-6.5189,9.6922,53.2947,0.1542,4536.5456
Gl-202,-48.8327,-6.1679,8.9350,50.0251,2.2699,6255.8849
GJ-1045,-44.8211,26.1415,45.1954,68.8108,0.0006,3621.5071
NN-3008,-15.8191,47.1302,48.4186,69.3965,0.0191,3839.1950
Gl-728,33.3901,37.4593,-7.4130,50.7252,0.0433,4157.5219
Gl-527A,12.2331,-0.2246,-42.3439,44.0761,2.8840,6481.0089
GJ-1024,-22.7110,32.8121,40.4527,56.8229,0.0009,3594.3995
Gl-585,20.4951,9.8580,-30.8502,38.3271,0.0004,3415.7979
NN-3294,-48.4368,0.6166,18.2710,51.7720,0.0003,3452.5084
Gl-501A,9.7580,-6.1087,-62.0284,63.0877,3.9084,6624.7125
Gl-239,-31.5726,-8.8645,-2.7974,32.9125,0.0125,3808.6099
GJ-1202,39.6978,27.1552,-38.3912,61.5403,0.0024,3691.1685
Gl-829,7.0616,18.9359,8.8633,22.0679,0.0030,3607.9005
GJ-1271,4.9424,50.3088,35.9112,62.0082,0.0061,3705.4360
GJ-1232,21.9958,26.9161,-2.4473,34.8465,0.0004,3333.1966
Gl-589B,25.8073,13.5593,-36.1780,46.4620,0.0002,3379.8850
Gl-589A,25.8073,13.5593,-36.1780,46.4620,0.0019,3677.0146
Gl-525,10.9334,-0.2445,-39.4889,40.9753,0.0166,3934.0981
NN-4306,1.5555,40.0147,30.2380,50.1790,0.0131,3808.6099
NN-3333,-39.0789,-3.0369,9.2224,40.2671,0.0026,3567.7091
GJ-1114,-38.6384,-21.2267,-30.2569,53.4694,0.0056,3823.8388
NN-3462,-58.2711,-23.4078,-22.0750,66.5639,0.0106,3950.3928
Gl-46.1,-26.7799,37.0296,45.0996,64.2054,0.3802,4580.7200
NN-3862,29.7816,10.1435,-64.2362,71.5270,1.8197,4514.7926
Gl-534,9.0518,0.8405,-29.7963,31.1522,7.0469,6046.9729
Gl-316.1,-38.0670,-19.6734,-26.8511,50.5680,0.0000,3148.7520
Gl-627A,41.1936,28.9360,-41.4861,65.2327,0.2965,5134.3712
Gl-851,7.0628,33.4361,19.8785,39.5350,0.0105,3793.5065
Gl-151,-50.4099,8.5275,27.2465,57.9331,0.0003,7398.8968
Gl-698,46.8840,45.1159,-24.1311,69.3965,0.0809,4348.3479
Gl-686,17.0780,15.4973,-10.4138,25.3036,0.0074,3748.9340
Gl-188A,-53.9404,-3.6151,12.4211,55.4700,1.4454,5778.4237
Gl-39,-26.4973,40.9485,47.3119,67.9507,0.0759,4289.1989
Gl-233AB,-47.5692,-11.3402,-2.6406,48.9735,0.3873,4891.5725
Wo-9784,8.1857,59.2985,38.0028,70.9051,0.0207,3823.8388
NN-3649,-13.2239,-14.4552,-43.7817,47.9652,0.0093,3793.5065
NN-4046,45.0897,47.1776,-18.9340,67.9507,0.0174,3793.5065
Gl-176,-28.9754,0.0018,9.0941,30.3690,0.0077,3763.6701
NN-3997,31.3389,26.7802,-23.1333,47.2700,0.0132,3719.8185
GJ-1200,34.8924,23.8993,-39.2922,57.7280,0.0019,3734.3173
Gl-566B,9.6459,4.1117,-19.1986,21.8755,0.0637,4388.7408
Gl-566A,9.6459,4.1117,-19.1986,21.8755,0.5152,5501.0930
Gl-567,16.7175,7.2858,-32.8052,37.5332,0.4487,5162.9390
NN-3390,-69.3991,-14.4915,-1.1345,70.9051,4.0926,6674.1615
GJ-1171,9.7442,-1.1172,-46.1714,47.2016,0.0002,3391.7690
Gl-541,12.3104,3.3307,-33.4124,35.7635,114.8154,4308.7270
NN-3275,-29.2152,1.7985,11.2606,31.3619,0.0005,3515.5408
NN-3896A,31.9156,16.2223,-54.5301,65.2327,0.7447,5670.9835
NN-3897B,31.9129,16.2307,-54.5292,65.2327,0.3404,5501.0930
GJ-1093,-23.8770,-7.0227,-4.5653,25.3036,0.0001,3243.6995
Gl-106,-44.6144,19.7391,35.6112,60.4006,0.1459,4580.7200
NN-3652,-15.4743,-16.5727,-52.5377,57.2216,0.0019,3677.0146
Gl-388.1,-29.6855,-22.4671,-52.1550,64.0792,4.9204,6624.7125
Wo-9490A,25.3025,10.3096,-54.6276,61.0793,0.0387,4139.3975
Gl-168.1,-43.3794,2.8035,16.5907,46.5283,0.0002,4742.7382
Gl-168.2,-51.4581,3.3230,19.6666,55.1884,0.0001,4742.7382
Wo-9490C,25.2654,10.3110,-54.6445,61.0793,0.0283,4051.1958
NN-3437,-64.4816,-20.9696,-17.3578,69.9921,0.0030,3705.4360
NN-4326,-2.5661,32.8480,25.7486,41.8158,0.0020,3662.9729
NN-4261,9.5921,48.1878,27.3553,56.2351,0.8710,5636.1130
Gl-192,-45.3308,-2.9316,9.1101,46.3300,0.0087,3734.3173
NN-4163,26.8049,57.0607,16.7593,65.2327,0.0016,3734.3173
Gl-804,28.2079,58.3926,16.1792,66.8368,0.0275,3870.2956
GJ-1116A,-12.1545,-6.3424,-10.1360,17.0498,0.0001,3344.7435
GJ-1116B,-12.1546,-6.3420,-10.1361,17.0498,0.0000,3243.6995
NN-4240,13.3793,54.3535,28.3012,62.7237,0.0022,3677.0146
Gl-388,-7.4550,-5.5083,-13.0369,15.9962,0.0036,3734.3173
GJ-1006A,-13.6397,34.2550,33.4692,49.7959,0.0025,3793.5065
GJ-1006B,-13.6469,34.2534,33.4679,49.7959,0.0010,3649.0419
Gl-797B,28.1292,57.2137,14.9963,65.4946,0.0062,3719.8185
Gl-797A,28.1025,57.2328,14.9733,65.4946,0.9204,5852.5094
Gl-896B,-2.4815,16.4683,13.5534,21.4722,0.0004,3581.0028
Gl-896A,-2.4815,16.4683,13.5534,21.4722,0.0027,3734.3173
NN-3232,-44.3969,10.7882,25.3902,52.2698,0.0108,3966.8287
NN-3230A,-61.2926,14.8980,35.0476,72.1600,0.1995,5468.4090
NN-3231B,-61.2926,14.8980,35.0476,72.1600,0.0213,3917.9429
GJ-1110,-57.5155,-25.8814,-36.3674,72.8043,0.0025,3823.8388
GJ-1168,8.0991,-3.0058,-57.5992,58.2435,0.0017,3677.0146
Gl-104,-34.1621,16.8378,27.9981,47.2700,0.0100,3778.5271
Gl-222AB,-31.2560,-4.6479,1.5072,31.6356,1.4723,6006.9760
Gl-68,-14.6579,12.7959,16.9177,25.7837,0.4446,5162.9390
Gl-351.1,-41.0892,-23.9665,-45.9813,66.1589,0.0047,3823.8388
Gl-904.1A,-8.8110,44.0542,37.0661,58.2435,0.1306,4493.2579
Gl-289,-42.7550,-15.7377,-17.7637,48.9001,0.0051,3763.6701
NN-3734,-0.1499,-9.6759,-68.7184,69.3965,0.0027,3705.4360
Gl-419,-20.1720,-19.6310,-65.7559,71.5270,60.8135,8838.7939
Gl-725.2,40.4713,49.6135,-11.7858,65.1025,8.5507,6576.0503
Gl-609,18.6379,13.1240,-23.6029,32.8132,0.0008,3607.9005
Gl-499A,6.2018,-3.3542,-55.4996,55.9457,0.0429,4139.3975
Gl-209,-57.4096,-5.9920,6.0356,58.0362,0.2399,5742.1289
Gl-882,-0.0460,45.9022,31.8150,55.8499,1.6144,5706.3189
NN-4218,16.4546,61.0624,28.5743,69.3965,0.0007,3541.4261
Gl-80,-33.6364,26.0527,35.2979,55.2819,34.9945,8747.6063
